Protein,go_term_type,go_term
Q8IW19,Function,endodeoxyribonuclease activity
Q8IW19,Function,metal ion binding
Q8IW19,Function,nucleotide binding
O00203,Function,GTP-dependent protein binding
O00203,Function,protein phosphatase binding
O14727,Function,ADP binding
O14727,Function,ATP binding
O14727,Function,cysteine-type endopeptidase activator activity involved in apoptotic process
O14727,Function,heat shock protein binding
O14727,Function,identical protein binding
O14727,Function,nucleotide binding
P06727,Function,antioxidant activity
P06727,Function,cholesterol binding
P06727,Function,cholesterol transporter activity
P06727,Function,copper ion binding
P06727,Function,identical protein binding
P06727,Function,lipid binding
P06727,Function,lipid transporter activity
P06727,Function,phosphatidylcholine binding
P06727,Function,phosphatidylcholine-sterol O-acyltransferase activator activity
P06727,Function,phospholipid binding
P06727,Function,protein homodimerization activity
Q8IWT0,Function,metal ion binding
P25098,Function,alpha-2A adrenergic receptor binding
P25098,Function,ATP binding
P25098,Function,beta-adrenergic receptor kinase activity
P25098,Function,Edg-2 lysophosphatidic acid receptor binding
P25098,Function,G protein-coupled receptor kinase activity
P25098,Function,protein kinase activity
Q7LC44,Function,mRNA binding
P62330,Function,GTP binding
P62330,Function,GTPase activity
P62330,Function,protein N-terminus binding
P62330,Function,thioesterase binding
P18085,Function,ARF guanyl-nucleotide exchange factor activity
P18085,Function,epidermal growth factor receptor binding
P18085,Function,GTP binding
P18085,Function,GTPase activity
A6NJG6,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
A6NJG6,Function,sequence-specific DNA binding
Q9HCE6,Function,GTPase activator activity
Q9HCE6,Function,guanyl-nucleotide exchange factor activity
Q9HCE6,Function,Rho guanyl-nucleotide exchange factor activity
Q9NXL2,Function,Rho guanyl-nucleotide exchange factor activity
P06276,Function,acetylcholinesterase activity
P06276,Function,amyloid-beta binding
P06276,Function,catalytic activity
P06276,Function,choline binding
P06276,Function,cholinesterase activity
P06276,Function,enzyme binding
P06276,Function,"hydrolase activity, acting on ester bonds"
P06276,Function,identical protein binding
Q9UHD1,Function,ADP binding
Q9UHD1,Function,ATP binding
Q9UHD1,Function,Hsp90 protein binding
Q9UHD1,Function,zinc ion binding
Q9Y2V2,Function,DNA binding
Q9Y2V2,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9Y2V2,Function,mRNA 3'-UTR binding
Q9Y2V2,Function,phosphatase binding
Q9GZS9,Function,N-acetylglucosamine 6-O-sulfotransferase activity
Q9GZS9,Function,sulfotransferase activity
Q9NS84,Function,chondroitin 6-sulfotransferase activity
Q9NS84,Function,N-acetylglucosamine 6-O-sulfotransferase activity
Q8NET6,Function,chondroitin 4-sulfotransferase activity
Q8NET6,Function,N-acetylgalactosamine 4-O-sulfotransferase activity
Q9P1U1,Function,actin binding
Q9P1U1,Function,ATP binding
Q9C0K3,Function,actin binding
Q9C0K3,Function,ATP binding
Q9H2J1,Function,"phosphatidylinositol-4,5-bisphosphate binding"
Q9H2J1,Function,phosphatidylinositol-4-phosphate binding
Q9H2J1,Function,phosphatidylserine binding
Q8IXQ3,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q96LT7,Function,guanyl-nucleotide exchange factor activity
Q96LT7,Function,Rab GTPase binding
Q9BPX5,Function,actin filament binding
Q5T280,Function,methyltransferase activity
Q5T280,Function,miRNA binding
Q5T280,Function,RNA binding
Q92747,Function,actin binding
Q92747,Function,actin filament binding
Q8IVW6,Function,"distal enhancer DNA-binding transcription activator activity, RNA polymerase II-specific"
Q8IVW6,Function,DNA binding
Q8IVW6,Function,"DNA-binding transcription activator activity, RNA polymerase II-specific"
Q8IVW6,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q8IVW6,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
Q8IVW6,Function,RNA polymerase II distal enhancer sequence-specific DNA binding
Q8IVW6,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
Q8IVW6,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q969Q4,Function,GTP binding
P36405,Function,GDP binding
P36405,Function,GTP binding
P36405,Function,GTPase activating protein binding
P36405,Function,GTPase activity
P36405,Function,magnesium ion binding
P36405,Function,microtubule binding
P52757,Function,GTPase activator activity
P52757,Function,metal ion binding
P52757,Function,SH3/SH2 adaptor activity
Q9HBZ2,Function,aryl hydrocarbon receptor binding
Q9HBZ2,Function,DNA-binding transcription factor activity
Q9HBZ2,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9HBZ2,Function,protein heterodimerization activity
Q9HBZ2,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
Q9HBZ2,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P49703,Function,GTP binding
P49703,Function,GTPase activity
Q7Z628,Function,guanyl-nucleotide exchange factor activity
Q7Z628,Function,Rho guanyl-nucleotide exchange factor activity
Q0P5N6,Function,GTP binding
Q8IVW1,Function,GTP binding
P27540,Function,aryl hydrocarbon receptor activity
P27540,Function,aryl hydrocarbon receptor binding
P27540,Function,DNA-binding transcription factor activity
P27540,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P27540,Function,enhancer binding
P27540,Function,protein heterodimerization activity
P27540,Function,protein homodimerization activity
P27540,Function,sequence-specific double-stranded DNA binding
P27540,Function,transcription coactivator activity
P27540,Function,transcription factor binding
Q8WUD6,Function,diacylglycerol binding
Q8WUD6,Function,diacylglycerol cholinephosphotransferase activity
Q8WUD6,Function,metal ion binding
Q8WUD6,Function,"phosphotransferase activity, for other substituted phosphate groups"
P10071,Function,beta-catenin binding
P10071,Function,chromatin binding
P10071,Function,DNA-binding transcription factor activity
P10071,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P10071,Function,histone acetyltransferase binding
P10071,Function,histone deacetylase binding
P10071,Function,mediator complex binding
P10071,Function,metal ion binding
P10071,Function,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific"
P10071,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
P10071,Function,RNA polymerase II regulatory region sequence-specific DNA binding
Q9UKD1,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
Q9UKD1,Function,metal ion binding
Q9UKD1,Function,RNA polymerase II proximal promoter sequence-specific DNA binding
Q9UKD1,Function,transcription coactivator activity
P60983,Function,actin binding
P60983,Function,Arp2/3 complex binding
P60983,Function,enzyme activator activity
P60983,Function,growth factor activity
P60983,Function,protein kinase inhibitor activity
Q96IJ6,Function,nucleotidyltransferase activity
Q9P107,Function,GTPase activator activity
Q9P107,Function,metal ion binding
Q9P2T1,Function,GMP reductase activity
Q9P2T1,Function,metal ion binding
O95837,Function,G protein-coupled receptor binding
O95837,Function,G-protein beta/gamma-subunit complex binding
O95837,Function,GTP binding
O95837,Function,GTPase activity
O95837,Function,metal ion binding
P08754,Function,G protein-coupled receptor binding
P08754,Function,G protein-coupled serotonin receptor binding
P08754,Function,G-protein beta/gamma-subunit complex binding
P08754,Function,GDP binding
P08754,Function,GTP binding
P08754,Function,GTPase activating protein binding
P08754,Function,GTPase activity
P08754,Function,metal ion binding
P08754,Function,protein domain specific binding
P63092,Function,G-protein beta/gamma-subunit complex binding
P63092,Function,GTP binding
P63092,Function,GTPase activity
P63092,Function,metal ion binding
P50148,Function,G protein-coupled receptor binding
P50148,Function,G-protein beta/gamma-subunit complex binding
P50148,Function,GTP binding
P50148,Function,GTPase activator activity
P50148,Function,GTPase activity
P50148,Function,metal ion binding
P50148,Function,type 2A serotonin receptor binding
P19087,Function,G protein-coupled photoreceptor activity
P19087,Function,G protein-coupled receptor binding
P19087,Function,G-protein beta/gamma-subunit complex binding
P19087,Function,GTP binding
P19087,Function,GTPase activity
P19087,Function,metal ion binding
Q9NVN8,Function,GTP binding
Q9NVN8,Function,RNA binding
Q96T52,Function,peptidase activity
Q96T52,Function,serine-type peptidase activity
Q96G21,Function,rRNA primary transcript binding
Q96G21,Function,snoRNA binding
O15228,Function,glycerone-phosphate O-acyltransferase activity
O15228,Function,palmitoyl-CoA hydrolase activity
O15228,Function,signaling receptor binding
P46926,Function,glucosamine-6-phosphate deaminase activity
P46926,Function,identical protein binding
Q8TDQ7,Function,glucosamine-6-phosphate deaminase activity
Q8TDQ7,Function,identical protein binding
Q3T906,Function,calcium ion binding
Q3T906,Function,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity
Q9UJJ9,Function,protein homodimerization activity
Q9UJJ9,Function,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity
Q9NX62,Function,"3'(2'),5'-bisphosphate nucleotidase activity"
Q9NX62,Function,3'-nucleotidase activity
Q9NX62,Function,inositol monophosphate 1-phosphatase activity
Q9NX62,Function,inositol monophosphate 3-phosphatase activity
Q9NX62,Function,inositol monophosphate 4-phosphatase activity
Q9NX62,Function,metal ion binding
Q96P88,Function,gonadotropin-releasing hormone receptor activity
Q9P2X3,Function,actin binding
Q9P2X3,Function,ribosome binding
Q8TBA6,Function,protein homodimerization activity
Q8TBA6,Function,Rab GTPase binding
C9JVW0,Function,calcium channel regulator activity
P0DMQ5,Function,calcium channel regulator activity
P48551,Function,protein kinase binding
P48551,Function,type I interferon binding
P48551,Function,type I interferon receptor activity
Q0VD86,Function,cyclin binding
Q0VD86,Function,cyclin-dependent protein serine/threonine kinase inhibitor activity
Q0VD86,Function,protein-containing complex binding
Q6DWJ6,Function,neuropeptide receptor activity
Q6DWJ6,Function,protein dimerization activity
Q7Z601,Function,G protein-coupled receptor activity
Q96CH1,Function,G protein-coupled receptor activity
Q9NS66,Function,G protein-coupled receptor activity
Q9NS66,Function,gonadotropin-releasing hormone receptor activity
Q9BXC1,Function,bioactive lipid receptor activity
Q9BXC1,Function,G protein-coupled receptor activity
P08476,Function,cytokine activity
P08476,Function,growth factor activity
P08476,Function,hormone activity
P08476,Function,identical protein binding
P08476,Function,inhibin binding
P08476,Function,peptide hormone binding
P08476,Function,protein heterodimerization activity
P08476,Function,transforming growth factor beta receptor binding
P08476,Function,type II activin receptor binding
Q8TDT2,Function,G protein-coupled receptor activity
Q6PRD1,Function,G protein-coupled receptor activity
Q8NFN8,Function,G protein-coupled GABA receptor activity
P09529,Function,cytokine activity
P09529,Function,growth factor activity
P09529,Function,hormone activity
P09529,Function,host cell surface receptor binding
P09529,Function,protein homodimerization activity
P09529,Function,transforming growth factor beta receptor binding
Q5T848,Function,G protein-coupled receptor activity
Q9UJ42,Function,G protein-coupled receptor activity
Q8N6U8,Function,G protein-coupled receptor activity
O43292,Function,tubulin binding
Q9ULG1,Function,actin binding
Q9ULG1,Function,alpha-tubulin binding
Q9ULG1,Function,ATP binding
Q9ULG1,Function,ATPase activity
Q9ULG1,Function,DNA binding
Q9ULG1,Function,DNA-dependent ATPase activity
Q9ULG1,Function,histone binding
Q9NQ84,Function,G protein-coupled receptor activity
Q9NQ84,Function,protein kinase activator activity
Q9NZD1,Function,G protein-coupled receptor activity
Q9NZD1,Function,protein kinase activator activity
Q96PE3,Function,"inositol-1,3,4-trisphosphate 4-phosphatase activity"
Q96PE3,Function,"inositol-3,4-bisphosphate 4-phosphatase activity"
Q96PE3,Function,"phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity"
Q96PE3,Function,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity"
Q9Y625,Function,"coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway"
Q8TDU6,Function,bile acid receptor activity
Q8TDU6,Function,G protein-coupled bile acid receptor activity
B7ZAQ6,Function,voltage-gated anion channel activity
P51674,Function,calcium channel activity
